id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
6290666,Rental unit in Asheville · ★4.86 · Studio · 1 bed · 1 bath,21539203,Dorothy,,28805,35.59373,-82.53663,Entire home/apt,98,1,692,2023-06-11,7.03,2,309,95,
6362850,Guest suite in Asheville  · ★4.74 · 1 bedroom · 2 beds · 1 bath,33151095,Tiff,,28803,35.51689,-82.48087,Entire home/apt,68,1,274,2023-05-23,2.79,6,58,29,
6363332,Cottage in Asheville · ★5.0 · 2 bedrooms · 2 beds · 1 bath,32221473,Randy,,28803,35.56746,-82.52602,Entire home/apt,65,30,25,2023-05-31,0.26,2,183,5,
6399802,Rental unit in Asheville · ★4.80 · 1 bedroom · 1 bed · 2 shared baths,7625694,John,,28801,35.59085,-82.5497,Private room,87,1,363,2023-05-28,3.69,9,325,27,
6452410,Rental unit in Asheville · ★4.83 · 1 bedroom · 2 beds · 1 bath,16023445,Tara,,28801,35.61096954345703,-82.55024719238281,Entire home/apt,73,28,189,2022-10-31,1.95,2,352,1,
6609327,Home in Asheville · ★4.81 · 1 bedroom · 1 bed · 1 bath,26946813,Danny,,28804,35.63373,-82.49752,Entire home/apt,325,1,26,2023-03-24,0.50,2,279,10,
6698737,Bungalow in Asheville · ★4.96 · 1 bedroom · 1 bed · 1 shared bath,29622653,Kelly,,28806,35.57591,-82.59421,Private room,43,2,280,2022-09-05,2.86,1,168,1,
6711659,Rental unit in Asheville · ★4.72 · 2 bedrooms · 2 beds · 1.5 baths,8035294,Alicia,,28801,35.59033,-82.54559,Entire home/apt,205,3,225,2023-06-12,2.32,3,176,17,
6715120,Home in Asheville · ★4.86 · 2 bedrooms · 2 beds · 1.5 baths,35157681,Matthew And Jennifer,,28806,35.6174,-82.60122,Entire home/apt,203,1,243,2023-06-14,2.51,1,32,70,
6724476,Home in Asheville · ★4.92 · 3 bedrooms · 4 beds · 2.5 baths,20940902,Megan,,28803,35.55554,-82.4759,Entire home/apt,125,2,276,2023-05-29,2.83,1,252,24,
6760016,Rental unit in Arden · ★4.97 · 1 bedroom · 1 bed · 1 bath,35390402,Elisa,,28704,35.44831,-82.50911,Entire home/apt,102,2,164,2022-07-24,1.69,1,111,5,
6765734,Hostel in Asheville · ★4.73 · 1 bedroom · 1 bed · 2.5 shared baths,746673,BonPaul,,28806,35.57895,-82.59566,Shared room,28,1,104,2023-05-21,1.08,7,356,5,
6765832,Home in Asheville · ★4.72 · 1 bedroom · 1 bed · 2.5 shared baths,746673,BonPaul,,28806,35.57895,-82.59566,Private room,66,1,77,2023-05-07,0.79,7,350,6,
6775949,Home in Asheville · 2 bedrooms · 3 beds · 1 bath,35473023,Sherri,,28801,35.60335,-82.55166,Entire home/apt,108,30,0,,,1,290,0,
6813265,Home in Asheville · ★4.74 · 1 bedroom · 1 bed · 1 shared bath,31436003,Lee,,28806,35.5808,-82.59533,Private room,61,2,163,2022-11-25,1.68,2,356,10,
6818139,Rental unit in Asheville · ★4.82 · 1 bedroom · 1 bed · 2 shared baths,7625694,John,,28801,35.59132,-82.55101,Private room,95,1,361,2023-06-11,3.71,9,321,25,
6829875,Guesthouse in Asheville · ★4.94 · 1 bedroom · 1 bed · 1 bath,35778919,Cara And Eric,,28805,35.58775,-82.49074,Entire home/apt,89,2,149,2023-06-17,1.54,1,68,25,
6913630,Cottage in Asheville · ★4.85 · 1 bedroom · 1 bed · 1 bath,30982884,Tena,,28801,35.60378,-82.56032,Entire home/apt,65,30,144,2023-06-10,1.50,1,113,5,
6970329,Home in Asheville · ★4.80 · 2 bedrooms · 2 beds · 1 bath,36535942,Erik And Lisa,,28803,35.56649398803711,-82.5246353149414,Entire home/apt,125,2,117,2023-05-28,1.23,1,322,17,
7001873,Guest suite in Asheville · ★4.95 · 1 bedroom · 1 bed · 1 bath,11298793,Miriam,,28806,35.59331,-82.59004,Entire home/apt,96,2,443,2023-06-13,4.57,1,337,46,
7045303,Bungalow in Asheville · ★4.90 · 1 bedroom · 1 bed · 1 private bath,6676667,Elizabeth,,28806,35.57816,-82.60324,Private room,125,2,113,2022-10-25,1.17,1,364,3,
7063293,Cabin in Arden · ★5.0 · 3 bedrooms · 4 beds · 2 baths,14480896,Birgit,,28704,35.48087,-82.506,Entire home/apt,300,3,39,2023-06-03,0.75,3,216,10,
7103096,Home in Asheville · ★4.62 · 3 bedrooms · 6 beds · 2 baths,37220035,W N C,,28805,35.64419,-82.46849,Entire home/apt,95,3,76,2019-11-30,0.79,1,0,0,
7340132,Place to stay in Asheville · ★4.86 · 1 bedroom · 1 bed · 1 bath,481489,Valerie,,28804,35.63204,-82.58511,Entire home/apt,103,5,138,2023-06-16,1.44,3,160,1,
7341057,Home in Arden · ★4.80 · 2 bedrooms · 2 beds · 1 private bath,37737144,Kwadwo,,28704,35.47536,-82.50085,Private room,133,1,182,2022-10-21,1.90,4,0,7,
7418991,Rental unit in Asheville · ★4.92 · Studio · 2 beds · 1 bath,23092470,April,,28801,35.5914,-82.55445,Entire home/apt,118,1,854,2023-06-13,8.88,4,235,126,
7427374,Home in Asheville · ★4.81 · 1 bedroom · 1 bed · 1 private bath,25912360,Lucy,,28804,35.62606,-82.57271,Private room,70,2,48,2022-11-13,0.59,1,88,4,
7438838,Home in Asheville · ★4.82 · 2 bedrooms · 2 beds · 1 bath,21313437,Ron + Helen,,28801,35.60804,-82.55778,Entire home/apt,225,21,34,2023-04-29,0.36,2,37,9,
7500265,Bungalow in Asheville · ★4.59 · 2 bedrooms · 2 beds · 1 bath,39286676,M K,,28804,35.62069,-82.57519,Entire home/apt,175,5,69,2022-07-16,0.72,1,13,1,
7543799,Rental unit in Asheville · ★4.90 · 1 bedroom · 1 bed · 1 bath,39527624,Stacy,,28806,35.58142,-82.58783,Entire home/apt,103,2,393,2023-06-11,4.12,1,52,28,
7630648,Home in Asheville · ★4.85 · 1 bedroom · 2 beds · 1 bath,40029182,Matthew,,28805,35.64462,-82.48023,Entire home/apt,110,3,340,2023-06-03,3.57,3,334,12,
7665386,Rental unit in Asheville · ★4.67 · 1 bedroom · 2 beds · 1 bath,40234911,Sage,,28806,35.57907,-82.59423,Entire home/apt,98,2,404,2023-05-30,4.25,2,142,40,
7674957,Home in Asheville · ★4.80 · 3 bedrooms · 3 beds · 2 baths,40300316,Shane,,28806,35.57531,-82.64233,Entire home/apt,286,2,237,2023-06-16,2.51,1,220,21,
7693393,Bungalow in Asheville · ★4.89 · 1 bedroom · 1 bed · 1 bath,40309465,Lee,,28806,35.57786,-82.59364,Entire home/apt,214,1,142,2021-06-13,1.52,1,0,0,
7853605,Guest suite in Asheville · ★4.94 · 1 bedroom · 1 bed · 1 bath,2707302,Nan,,28803,35.53939,-82.52717,Entire home/apt,85,2,319,2023-05-29,3.35,1,0,30,
7859259,Rental unit in Asheville · ★4.90 · 1 bedroom · 1 bed · 1 bath,481489,Valerie,,28804,35.63038,-82.58295,Entire home/apt,91,7,105,2023-04-30,1.10,3,162,4,
7887572,Rental unit in Asheville · ★4.81 · 1 bedroom · 1 bed · 1 bath,15691039,Rahm,,28803,35.56465,-82.53233,Entire home/apt,93,2,233,2023-05-21,3.96,1,227,47,
7938930,Townhouse in Asheville · ★4.67 · 1 bedroom · 3 beds · 1 bath,12516488,Trish & Steph,,28803,35.57646,-82.53607,Entire home/apt,62,30,6,2018-08-04,0.06,3,330,0,
7939277,Home in Asheville · ★4.96 · 3 bedrooms · 5 beds · 2.5 baths,12516488,Trish & Steph,,28803,35.57356,-82.53858,Entire home/apt,500,30,23,2016-06-12,0.24,3,20,0,
7940019,Townhouse in Asheville · ★4.80 · 2 bedrooms · 2 beds · 1.5 baths,12516488,Trish & Steph,,28803,35.57427,-82.53703,Entire home/apt,82,28,5,2023-04-15,0.05,3,362,1,
7947839,Rental unit in Asheville · ★4.93 · 1 bedroom · 1 bed · 1 bath,41909545,Christal,,28801,35.60129,-82.5556,Entire home/apt,112,1,721,2023-05-29,7.63,2,306,75,
7967886,Home in Asheville · ★4.94 · 2 bedrooms · 2 beds · 1.5 baths,31173521,Leon And Stella,,28803,35.57929,-82.53833,Entire home/apt,75,60,17,2022-07-31,0.18,1,132,1,
8070733,Home in Asheville · ★5.0 · 2 bedrooms · 2 beds · 1 bath,42628649,Jacqueline & Savannah,,28805,35.58089,-82.50033,Entire home/apt,285,2,9,2023-02-28,0.57,1,15,5,
8089299,Home in Asheville · ★4.81 · 1 bedroom · 1 bed · 1 shared bath,637074,Johanna,,28805,35.5859,-82.50314,Private room,60,30,21,2023-02-22,0.23,4,344,2,
8133377,Home in Asheville · ★4.99 · 4 bedrooms · 5 beds · 3.5 baths,26447450,E. Patrick & Stephen,,28801,35.59822,-82.55504,Entire home/apt,450,2,176,2023-06-04,1.88,1,246,25,
8193368,Guest suite in Asheville · ★4.97 · 1 bedroom · 1 bed · 1 bath,36614639,Kambra,,28805,35.60002,-82.50277,Entire home/apt,103,2,396,2023-06-12,4.18,1,234,41,
8211404,Chalet in Asheville · ★4.92 · 2 bedrooms · 2 beds · 2 baths,41727732,Suzanne,,28803,35.4904,-82.51177,Entire home/apt,200,4,26,2023-06-06,0.31,2,278,8,
8246075,Bungalow in Asheville · ★4.95 · 1 bedroom · 1 bed · 1 private bath,6077075,Kimberly,,28806,35.57533,-82.59728,Private room,87,2,57,2022-10-24,0.61,1,119,3,
8265544,Home in Asheville · ★4.97 · 3 bedrooms · 3 beds · 2.5 baths,43536753,Tracy And Brent,,28806,35.54128,-82.59905,Entire home/apt,199,1,393,2023-05-27,4.19,1,237,15,
8266788,Home in Asheville · ★4.84 · 4 bedrooms · 5 beds · 2 baths,1686503,Robert,,28803,35.57594,-82.54484,Entire home/apt,396,2,50,2023-04-16,0.53,1,183,10,
8304698,Guest suite in Asheville · ★4.90 · Studio · 1 bed · 1 bath,43785888,Ann,,28801,35.60754,-82.563,Entire home/apt,68,1,376,2023-06-04,4.02,1,92,31,
8310318,Guest suite in Asheville · ★5.0 · Studio · 1 bed · 1 bath,1292070,Annie,,28805,35.59734,-82.50869,Entire home/apt,68,30,6,2023-03-31,0.06,3,148,1,
8362668,Rental unit in Asheville · ★4.87 · 1 bedroom · 1 bed · 1 bath,23163164,David,,28806,35.57634,-82.59944,Entire home/apt,93,1,555,2023-05-13,5.89,1,171,50,
8427121,Rental unit in Asheville · ★4.90 · 2 bedrooms · 2 beds · 1 bath,40822999,Karen,,28803,35.49877,-82.4772,Entire home/apt,93,1,63,2019-10-16,0.67,1,364,0,
8443279,Cottage in Asheville · ★4.96 · 1 bedroom · 2 beds · 1 bath,18376463,Mike & Tom,,28801,35.610279,-82.552986,Entire home/apt,157,2,248,2023-06-11,2.66,1,147,69,
8513468,Townhouse in Asheville · ★4.78 · 2 bedrooms · 2 beds · 1 bath,30899500,Daniel,,28804,35.61802,-82.56014,Entire home/apt,98,30,201,2023-03-17,2.15,1,309,1,
8555124,Rental unit in Asheville · ★4.68 · Studio · 1 bed · 1 bath,11456130,Sandi,,28805,35.61288,-82.48152,Entire home/apt,84,30,64,2022-06-26,0.69,1,63,2,
8576671,Guest suite in Asheville · ★4.95 · 1 bedroom · 2 beds · 1 private bath,28917163,Anne & Bill,,28806,35.56753,-82.61722,Private room,73,1,230,2023-05-21,2.46,1,53,13,
8593492,Hotel in Fletcher · ★4.86 · 1 bedroom · 2 beds · 1 private bath,45217605,Gathai,,28732,35.44149,-82.52298,Private room,371,2,57,2021-02-14,0.62,2,365,0,
8624659,Condo in Asheville · ★4.91 · Studio · 2 beds · 1 bath,42676282,Amanda,,28801,35.59497,-82.55425,Entire home/apt,240,2,423,2023-06-13,4.55,3,291,49,
8634354,Guest suite in Asheville · ★4.98 · 1 bedroom · 1 bed · 1 bath,45401193,Lisa,,28801,35.59686,-82.56654,Entire home/apt,150,2,270,2023-06-11,2.88,1,315,25,
8664712,Rental unit in Asheville · ★5.0 · 1 bedroom · 2 beds · 1 bath,45522770,Frank-Peter,,28801,35.59874,-82.56017,Entire home/apt,250,2,180,2023-05-29,1.93,1,288,18,
8672247,Rental unit in Asheville · ★4.98 · 2 bedrooms · 3 beds · 1 bath,45552832,Bruce / Jeanne,,28806,35.57233,-82.57449,Entire home/apt,70,28,232,2023-01-28,2.69,1,199,7,
8741844,Cottage in Arden · ★4.80 · 1 bedroom · 2 beds · 2 baths,45860533,Rumi,,28704,35.46334,-82.55487,Entire home/apt,234,3,5,2022-10-30,0.14,1,337,1,
8782463,Rental unit in Asheville · ★4.80 · 1 bedroom · 3 beds · 1 bath,11246730,Damon,,28801,35.60654,-82.54343,Entire home/apt,108,1,737,2023-06-17,7.89,1,325,119,
8895397,Home in Asheville · ★4.91 · 2 bedrooms · 2 beds · 1.5 baths,2661590,Kelly,,28806,35.58394,-82.59243,Entire home/apt,165,2,114,2023-01-01,1.22,1,352,15,
9022608,Rental unit in Asheville · ★4.81 · 2 bedrooms · 3 beds · 1 bath,34263964,Angie,,28801,35.60612,-82.55218,Entire home/apt,128,1,587,2023-05-21,6.37,2,330,57,
9062255,Guest suite in Asheville · ★4.96 · 1 bedroom · 1 bed · 1 bath,47271331,Norma,,28805,35.59957,-82.49938,Entire home/apt,126,1,398,2023-06-11,4.29,1,179,40,
9243493,Home in Asheville · ★5.0 · 3 bedrooms · 4 beds · 2 baths,48040470,Georgia,,28804,35.64256,-82.52125,Entire home/apt,285,3,3,2018-09-03,0.03,1,259,0,
9282426,Rental unit in Asheville · ★4.84 · 1 bedroom · 1 bed · 1 bath,6618494,Reid,,28801,35.60187,-82.55415,Entire home/apt,90,30,153,2022-08-31,1.83,3,59,2,
9661460,Home in Asheville · ★4.89 · 4 bedrooms · 4 beds · 3.5 baths,29950328,Ellie,,28805,35.64403,-82.47455,Entire home/apt,179,2,322,2022-12-05,3.71,1,0,37,
9794899,Condo in Asheville · ★4.94 · 1 bedroom · 1 bed · 1 bath,50478143,Jean,,28801,35.59541,-82.55304,Entire home/apt,230,3,81,2023-03-31,0.92,1,108,10,
9906491,Home in Asheville · ★4.98 · 1 bedroom · 1 bed · 1 private bath,50939862,Duncan,,28806,35.57414,-82.57118,Private room,99,2,59,2023-05-30,0.95,1,254,14,
9944111,Yurt in Asheville · ★4.77 · 2 beds · 1 bath,51104544,Simms,,28805,35.61599,-82.48873,Entire home/apt,124,2,276,2023-06-04,3.04,3,232,51,
10085566,Rental unit in Asheville · ★4.67 · 1 bedroom · 1 bed · 1 bath,29820165,Kathleen,,28805,35.59999,-82.51583,Entire home/apt,60,30,12,2020-07-31,0.16,1,0,0,
10089256,Guest suite in Asheville · ★4.91 · 1 bedroom · 3 beds · 1 bath,6278782,Robert,,28804,35.65258,-82.54259,Entire home/apt,134,3,252,2023-06-12,2.93,2,63,48,
10263107,Home in Asheville · ★4.92 · 1 bedroom · 1 bed · 1 bath,52768352,Andrew,,28801,35.59871,-82.56136,Entire home/apt,249,3,25,2023-06-13,0.28,1,194,5,
10289755,Home in Woodfin · ★4.89 · 1 bedroom · 1 bed · 1 bath,11981228,Mike,,28804,35.638,-82.57792,Entire home/apt,115,3,182,2023-05-30,2.12,1,268,19,
10360188,Home in Asheville · ★4.98 · 1 bedroom · 1 bed · 1 private bath,1137761,V,,28801,35.60129,-82.55617,Private room,126,2,323,2023-05-14,3.58,1,174,19,
10524188,Condo in Asheville · ★4.95 · 1 bedroom · 1 bed · 1 bath,28629826,Ricardo,,28801,35.59558,-82.55384,Entire home/apt,311,2,144,2023-04-30,1.63,2,345,18,
10524253,Bungalow in Candler · ★4.97 · 2 bedrooms · 2 beds · 1 bath,24730814,Toni,,28715,35.56264,-82.65691,Entire home/apt,225,2,88,2022-11-21,1.88,3,68,15,
10635789,Home in Asheville · ★4.83 · 1 bedroom · 1 bed · 1 shared bath,21702831,Elise,,28803,35.56556,-82.51014,Private room,43,1,116,2020-02-16,1.33,3,0,0,
10674355,Home in Asheville · ★4.94 · 2 bedrooms · 2 beds · 1 bath,25363524,Katy,,28804,35.6422,-82.51221,Entire home/apt,125,2,371,2023-06-04,4.27,1,307,50,
10785231,Cabin in Asheville · ★4.79 · 1 bedroom · 2 beds · 1 bath,51104544,Simms,,28805,35.61422,-82.48926,Entire home/apt,114,2,77,2023-05-14,0.87,3,289,20,
10853381,Home in Arden · ★4.87 · 2 bedrooms · 2 beds · 2 baths,56216396,Terri,,28704,35.45656,-82.56596,Entire home/apt,195,2,39,2023-01-02,0.45,1,340,8,
11182596,Cabin in Arden · ★4.93 · 1 bedroom · 1 bed · 1 private bath,58202090,Jacqueline,,28704,35.43613,-82.57344,Private room,77,1,76,2022-12-10,0.89,1,365,10,
11259371,Guest suite in Asheville · ★4.37 · 1 bedroom · 1 bed · 1 bath,5620417,Becky,,28806,35.60383,-82.59914,Entire home/apt,87,1,271,2023-06-14,3.08,1,61,20,
11283225,Camper/RV in Asheville · ★4.89 · 1 bedroom · 2 beds · 1 bath,55571849,Kurt,,28803,35.5651,-82.58711,Entire home/apt,94,1,323,2023-05-21,4.40,1,145,43,
11291801,Cabin in Asheville · ★4.93 · 3 bedrooms · 3 beds · 1 bath,44117628,Kelly,,28806,35.5964,-82.65604,Entire home/apt,155,2,179,2023-06-13,2.05,2,326,54,
11421709,Rental unit in Asheville · ★4.88 · 1 bedroom · 1 bed · 1 bath,25316948,Heidi + Chris,,28801,35.59832,-82.567,Entire home/apt,117,3,328,2023-05-29,3.79,1,332,43,
11483381,Home in Asheville · ★4.80 · 3 bedrooms · 3 beds · 2 baths,59538295,Jeanine,,28805,35.64108,-82.47238,Entire home/apt,146,5,132,2023-04-09,1.54,2,187,14,
11489172,Home in Asheville · ★4.95 · 2 bedrooms · 3 beds · 1 bath,50373206,Kate,,28804,35.63132,-82.55792,Entire home/apt,125,2,101,2022-05-03,1.42,1,0,0,
11510567,Home in Asheville · ★4.95 · 1 bedroom · 1 bed · 1.5 baths,60649962,Mary Catherine,,28803,35.56629,-82.53165,Private room,130,2,111,2021-11-07,1.26,1,365,0,
11553531,Home in Asheville · ★4.93 · 2 bedrooms · 1 bed · 1 private bath,48937991,Bob And Carrie,,28803,35.5542,-82.49001,Private room,78,2,85,2023-06-13,0.96,1,65,12,
11609580,Rental unit in Asheville · ★4.96 · 1 bedroom · 1 bed · 1 bath,3156619,Clara,,28801,35.61484,-82.54227,Entire home/apt,149,2,294,2023-06-11,3.63,1,255,27,
11618840,Home in Asheville · ★5.0 · 3 bedrooms · 4 beds · 2.5 baths,10032288,Alison,,28805,35.62023,-82.47769,Entire home/apt,199,7,65,2023-04-24,0.74,1,145,3,
11701027,Guest suite in Arden · ★4.84 · 1 bedroom · 1 bed · 1 bath,37737144,Kwadwo,,28704,35.47528,-82.50271,Entire home/apt,117,1,428,2022-04-10,4.84,4,0,0,
11811039,Rental unit in Asheville · ★4.87 · 1 bedroom · 1 bed · 1 bath,2566529,Jan And Leighton,,28804,35.64124,-82.57308,Entire home/apt,97,2,235,2023-06-02,2.81,2,326,25,
11839089,Bungalow in Asheville · ★4.84 · 3 bedrooms · 6 beds · 2 baths,57405998,Cody,,28806,35.58261,-82.6079,Entire home/apt,225,2,119,2023-01-01,1.35,2,11,3,
11925721,Guesthouse in Asheville · ★5.0 · Studio · 2 beds · 1 bath,19704488,Richie & Lesa,,28801,35.589561462402344,-82.56660461425781,Entire home/apt,178,2,178,2023-05-28,2.52,1,35,21,
11938223,Guesthouse in Asheville · ★4.93 · 1 bedroom · 1 bed · 1 bath,18089084,Patty,,28803,35.54698,-82.49314,Entire home/apt,145,2,74,2023-03-12,0.84,2,327,8,
11947108,Guest suite in Asheville · ★4.92 · 2 bedrooms · 3 beds · 1 bath,12949639,Roger And Mary,,28803,35.57818,-82.54402,Entire home/apt,142,2,316,2023-06-11,3.76,1,299,40,
12105828,Rental unit in Asheville · ★4.89 · 1 bedroom · 2 beds · 1 bath,46228285,Kathryn,,28801,35.61508,-82.54136,Entire home/apt,90,30,9,2021-10-22,0.10,3,110,0,
12107874,Guest suite in Asheville · ★4.81 · 1 bedroom · 2 beds · 1 bath,64927386,Becca,,28801,35.58393,-82.56011,Entire home/apt,127,2,316,2023-05-21,3.64,1,331,38,
12144656,Cottage in Asheville · ★4.94 · 2 bedrooms · 2 beds · 1 bath,43818498,Christine Michele,,28806,35.61663,-82.59896,Entire home/apt,97,2,281,2023-06-09,3.27,2,332,44,
12188215,Rental unit in Asheville · ★4.88 · 1 bedroom · 2 beds · 1 bath,7938475,Sherrye,,28803,35.56694,-82.54206,Entire home/apt,220,2,217,2023-05-29,2.49,2,349,30,
12189623,Rental unit in Asheville · ★4.83 · 1 bedroom · 2 beds · 1 bath,46228285,Kathryn,,28801,35.61453,-82.54326,Entire home/apt,75,30,37,2023-06-03,0.42,3,264,5,
12222050,Home in Asheville · ★4.97 · 3 bedrooms · 3 beds · 2 baths,65744660,Kristina,,28804,35.62626,-82.53422,Entire home/apt,240,2,190,2023-05-14,2.29,1,293,17,
12250733,Home in Asheville · ★4.92 · 3 bedrooms · 3 beds · 2.5 baths,6773853,Ricky,,28806,35.56921,-82.57358,Entire home/apt,100,30,25,2022-04-05,0.29,1,93,0,
12266103,Rental unit in Asheville · ★5.0 · 2 bedrooms · 2 beds · 2 baths,24707668,Suzy,,28804,35.60168,-82.54076,Entire home/apt,306,3,23,2022-05-15,0.27,1,318,0,
12281167,Home in Asheville · ★4.95 · 1 bedroom · 1 bed · 1 private bath,3562687,Laura,,28801,35.60427,-82.54781,Private room,76,3,222,2021-10-31,2.89,1,15,0,
12286328,Hostel in Asheville · ★4.81 · 1 bedroom · 1 bed · 2.5 shared baths,746673,BonPaul,,28806,35.57893,-82.59564,Shared room,28,1,155,2023-06-01,1.77,7,365,16,
12290379,Home in Asheville · ★4.90 · 1 bedroom · 3 beds · 1 bath,21702831,Elise,,28803,35.56561,-82.50872,Private room,48,2,118,2021-08-22,1.35,3,0,0,
12310425,Home in Asheville · ★4.95 · 3 bedrooms · 4 beds · 2 baths,64613905,Haywood,,28806,35.57954,-82.59676,Entire home/apt,327,3,110,2023-05-29,1.30,1,301,4,
12377575,Home in Asheville · ★4.94 · 3 bedrooms · 3 beds · 3 baths,2992564,Courtney,,28805,35.61644,-82.52327,Entire home/apt,425,2,99,2023-05-29,1.15,1,146,10,
12400514,Home in Asheville · ★4.90 · 1 bedroom · 3 beds · 1 bath,31012477,Lisa,,28806,35.57397,-82.59973,Entire home/apt,143,1,616,2023-06-02,7.18,1,316,67,
12470763,Home in Asheville · ★4.86 · 1 bedroom · 1 bed · 1 shared bath,43095235,Terra,,28806,35.57689,-82.58181,Private room,83,2,43,2022-11-13,0.50,4,0,4,
12472966,Guest suite in Arden · ★5.0 · 1 bedroom · 2 beds · 1 bath,67509318,Cindy,,28704,35.45349,-82.56472,Entire home/apt,110,2,134,2023-06-10,3.04,2,262,29,
12543684,Home in Asheville · ★4.87 · 3 bedrooms · 4 beds · 2 baths,67969363,Jon And Emily,,28803,35.55371,-82.47744,Entire home/apt,112,2,505,2023-06-11,5.81,8,191,54,
12587092,Guest suite in Asheville · ★4.58 · 1 bedroom · 4 beds · 1.5 baths,31174094,Walter,,28803,35.49374,-82.51547,Private room,69,2,69,2023-05-28,1.23,2,189,13,
12761982,Home in Asheville · ★4.20 · 2 bedrooms · 1 bed · 1 shared bath,66592539,Natalie,,28804,35.6333,-82.57949,Private room,40,30,47,2017-11-06,0.54,2,0,0,
12763722,Cottage in Candler · ★4.72 · 3 bedrooms · 3 beds · 1 bath,15788000,Lisa,,28715,35.51462,-82.6508,Entire home/apt,212,1,562,2023-05-30,6.59,6,179,33,
12802506,Home in Asheville · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,8813620,Hollyce,,28804,35.62606,-82.52701,Private room,119,2,11,2022-10-23,0.13,1,177,3,
12809255,Home in Asheville · ★4.99 · 1 bedroom · 1 bed · 1 private bath,69829206,Cheryl,,28806,35.57484,-82.60454,Private room,72,1,125,2023-05-21,1.73,1,91,16,
12810440,Rental unit in Asheville · ★4.82 · 1 bedroom · 1 bed · 1 bath,69842230,Nicole,,28806,35.57363,-82.59925,Entire home/apt,116,2,294,2023-05-28,3.45,1,160,25,
